id,이름,로스터리,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,커피 소개,나라,로스터리 소개,로스터리 주소,이름.1,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호,카페인,로스터리ID
1331,와이칸 다크,나무사이로,싱글오리진,다크,직접무역,"['다크 초콜릿', '블랙체리', '달다', '카라멜']",4,4,5,4,"다크초콜릿, 블랙체리, 솔티드카라멜의 쌉쌀하고 단 맛이 일품이며 뒷 여운이 깔끔해요.",웨웨테낭고,"2002년에 시작한 나무사이로는 한 잔의 커피로 우리의 일상이 풍요로워지기를 바랍니다. 지속적으로 산지를 방문하여 농부•생산업자와 소통하며 좋은 재료와 논리적인 로스팅, 철저한 품질관리를 기반으로 커피가 가진 다양한 매력을 소개합니다.","경기도 성남시 분당구 석운로 33, 나무사이로",와이칸 다크,커피,"나무사이로, 경기도 성남시 분당구 석운로 33",제조일로부터 1년,별도표기,200g / 1kg,직사광선을 피하고 서늘하고 건조한 곳,아라비카 원두 100%,코케 고객센터 070-4647-1868,1,8
1025,발렌타인 플러스,커넥츠커피,블렌드,미디엄다크,,"['다크 초콜릿', '오크', '감귤류', '카라멜']",5,2,3,2,"커피의 단맛을 끌어올려주는 인도네시아와 고소한 볶은 견과류톤의 과테말라 그리고 감귤류 과일의 단맛을 가진 코스타리카 원두가 어우러져 근사한 맛과 풍미가 표현됩니다. 초반에는 무겁게 느껴지고 뒤로 갈수록 부드럽게 느껴지는 여운이 특징입니다. * 이일용 로스터의 한마디 * 커넥츠커피 합정점, 망원점에서 사용하고 있는 원두입니다. 5년동안 시장에서 확실한 검증을 거쳤고 오래 사랑받은 블렌드라고 말씀드릴 수 있습니다. 어두운 타입의 원두를 선호하면서도 향이 풍성하길 원하시는 분들이라면 분명 좋아하실거예요!","인도, 코스타리카, 과테말라",커피는 우리 일상에서 많은 것들을 이어주는 연결고리 역할을 합니다. 커넥츠커피도 이러한 '연결'을 모토로 삼아 다양한 연결고리로서의 역할을 하려고 합니다. we & customers : 우리가 먼저 고객과 연결되어 소통하려고 합니다. farmers & customers : 여러 나라의 농장에서 생산된 다양한 커피 생두를 고객에게 선보이고 알리고 싶습니다. roasters & customers :국내외 로스터리 카페의 개성있는 원두를 게스트빈으로 소개합니다. people :궁극적으로 커피를 통해 많은 사람들이 행복해지는 문화를 만들겠습니다.,서울 마포구 성지길 60,발렌타인 플러스,원두커피,"커넥츠커피, 서울특별시 마포구 성지길 60, 1층(국제빌딩)",제조일로부터 12개월,주문일로부터 3일 이내,200g / 1kg,"직사광선을 피해 온도, 습도가 낮으며 통풍이 잘 되는 곳에 보관하십시오.","커피원두100%(인도네시아, 과테말라, 코스타리카)",코케 고객센터 070-4647-1868,1,84
3514,Caramelo 카라멜로,클라리멘토,블렌드,미디엄,공정무역,['null'],3,4,4,1,푸루티하고 쥬시한 커피예요. 사탕같은 달콤함이 가득합니다.,"에티오피아, 코스타리카",클라리멘토는 밝고 선명한 스페셜티커피를 지향합니다. 다채로운 빛을 담고 있는 커피 한잔이 주는 즐거움을 경험할 수 있는 로스터리입니다.,경기 고양시 덕양구 의장로 29-31 1층,Caramelo 카라멜로,커피,경기 고양시 덕양구 의장로 29-31 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,클라리멘토 010-9290-5005,1,97
4786,콜롬비아 핀카 라 레세르바 카투라치로소,180커피로스터스,싱글오리진,라이트,,['null'],4,4,4,1,복숭아 / 살구 / 레몬그라스와 같은 과일의 늬앙스가 잘 표현되는 커피로 무산소 발효과정을 철저희 통제하여 클린컵이 무척 좋은 커피입니다.,안티오퀴아,"180커피로스터스는 180도 생각의 전환이라는 뜻을 가지고 있습니다. 우리는 단순한 카페 브랜드이기보다는 커피 로스팅과 커핑, 추출까지 이뤄지는 복합공간이자 올바르고 재밌는 커피 문화 확장을 위해 적극적인 응원을 지원하는 컬처 클럽과도 같습니다. 마니아뿐만 아니라 누구나 즐길 수 있는 스페셜티 커피 문화를 만들어가는데 최선을 다하고 있습니다.",경기 성남시 분당구 문정로144번길 4,콜롬비아 핀카 라 레세르바 카투라치로소,커피,경기 성남시 분당구 문정로144번길 4,제조일로부터 1년,주문 확인 후 제조,200g / 500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,180커피로스터스 010-4510-8597,1,0
3017,소소하게 블렌드,카페소소한사치,블렌드,미디엄,,['null'],4,1,4,3,브라질의 고소함과 베트남의 구수함 쓴맛을 최소화하기 위해 강하게 로스팅하지 않았습니다. (Midium Roasting 미디움 로스팅)  Ice기준 16~20oz까지 커버되는 수율이 높은 원두 (라떼에 강력 추천합니다.),"브라질, 베트남",매일 신선한 커피를 로스팅하는 소소한사치 입니다.  신선한 뉴크롭의 커피로 로스팅한 원두를 큐그레이더가 커핑과 추출까지 품질관리를 하고 있습니다.  항상 정성껏 준비한 커피로 인사드리겠습니다.,경기도 부천시 소사구 호현로 489,소소하게 블렌드,커피,경기도 부천시 소사구 호현로 489,제조일로부터 1년,주문 확인 후 제조,200g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페소소한사치 010-9340-4364,1,82
4428,인도네시아 만델링 G1 트리플픽,커스프 커피,싱글오리진,미디엄다크,,"['달다', '다크 초콜릿', '시가']",4,1,4,4,"인도네시아 만델링 트리플 픽 G1 커피는 산지에서 세 번에 걸친 핸드피킹을 통해 품질을 높였으며, 인도네시아 길링바사 프로세스 특유의 단맛과 강한 바디감, 스모키한 향을 간직한 커피입니다. 국내에서는 별다방 커피를 떠올릴 수 있는 진한 커피이며, 산미가 거의 느껴지지 않습니다.  ",아체 & 남 수마르타,"커스프는 스텀프타운에서 시작한 20년 경력의 대표 로스터 JAY가 창업한 뉴욕 브루클린의 로스터리 카페 입니다. 커스프는 한국에 로스터리를 구축하여 JAY가 만들어낸 커스프만의 특별한 로스팅 프로파일을 소개하고 있습니다. 뉴욕의 트렌디한 커피 커스프를 경험해보세요!  커스프는 주문 건에 대한 당일 로스팅으로 신선한 원두를 제공해드리고 있으며, 커스프팀 소속의 로스터, 바리스타 한명 한명은 매일매일 진심을 다해 커피를 볶습니다.",서울시 강남구 학동로31길 12 7F,인도네시아 만델링 G1 트리플픽,커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,500g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 070-8098-8025,1,85
3616,스페셜티 블렌드,리밀커피,블렌드,미디엄,,['null'],2,4,4,1,달달한 복숭아와 오렌지가 연상됩니다 은은한 꽃향기의 여운이 느껴집니다,"에티오피아, 에티오피아",“우리의 커피가 닿으면 느낌표가 떠오를 거예요”  리밀커피는 커피를 통해 만들어질 수 있는 다양한 감동을 전달하기 위한 가장 좋은 방법을 생각합니다.,서울시 마포구 동교로22길 21,스페셜티 블렌드,커피,서울시 마포구 동교로22길 21,제조일로부터 1년,주문 확인 후 제조,"200g, 1kg","직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,리밀커피 010-3173-2923,1,25
52,비터스윗 라이프 에디션2,커피 몽타주,블렌드,다크,,"['흑설탕', '카카오닙스', '다크 초콜릿', '묵직한 바디와 쌉쌀한 애프터']",5,1,4,4,보다 높은 바디감과 묵직한 단맛을 원하시는 분들에게 추천합니다. 비터스윗라이프 에디션1과 동일한 블렌딩으로 배전도를 높여 소개합니다.,"인도, 에티오피아, 코스타리카","""영화 같은 일상, 그 일상 속의 커피 한 잔"" 한 편의 영화처럼 커피를 둘러싼 사람과 일상 모두를 몽타주(Montage, 편집) 할 수 있기를... 안정적인 로스팅 품질 관리로 잘 알려진 커피몽타주는 전국 150여 곳의 크고 작은 카페에 커피를 납품하고 있으며, 고품질의 생두 구매를 위하여 각종 해외 커피 옥션 참여 및 산지 직거래를 시도하고 있습니다. 좋은 생두를 찾기 위한 노력, 더 나은 로스팅을 위한 매일의 시도, 최선의 커피 추출을 위한 고민들. 맛있는 커피 한 잔에 정직한 과정을 담기 위해 우리는 오늘도 고민합니다.",서울 강동구 올림픽로48길 23-12 1층,비터스윗 라이프 에디션2,커피,"커피몽타주, 경기도 하남시 미사동로40번길 137",제조일로부터 3개월까지(실온상태),상품 후면에 별도 표기,200g / 1kg,직사광선을 피하고 서늘한 곳에 보관하십시오.,"커피원두 100%(인도 50%, 코스타리카 30%, 에티오피아 20%)",코케 고객센터 070-4647-1868,1,86
4612,밸런스 블렌드,헤베커피,블렌드,미디엄,,['null'],3,3,4,3,"Tasting note 밀크 초콜릿, 브라운 슈거, 마카다미안, 부드러운 산미 Hebe's comment 밸런스 블렌드는 부드러움과 편안함을 생각하며 만든 블렌드입니다. 부드럽고 고소하면서도 은은한 산미를 함께 즐기실 수 있을 거예요! 데일리 커피로 즐기기에 더할 나위 없이 좋은 커피입니다.","콜롬비아, 과테말라","헤베커피는 커피씬에서 주목 받는 스페셜티 커피 매장입니다. 오너인 임지영 바리스타는 한국 브루어스컵 국가대표 선발전 등 다양한 대회에서 수상 경력을 자랑하며, 생두 유통, 로스팅, 머신 제조업, 커피 체인 전 영역에서 드물게 전문성을 인정받은 여성 바리스타입니다. 대기업과 벤처 회사에서의 경험을 바탕으로 현재는 헤베커피를 운영하고 있습니다. 그리스어 Ἥβη(헤베)를 모티브로 한 헤베커피의 C.I는 청춘과 젊음을 상징합니다. 이 헤베라는 이름은 그리스 신화에 등장하는 청춘의 여신을 의미합니다. 헤베커피는 마치 청춘을 가져다주는 여신 헤베처럼, 모든 고객들이 우리 브랜드를 통해 일상을 환기하고 각자 빛나는 시간을 만들어가기를 바라며 헤베 브랜드를 운영하고 있습니다.",,밸런스 블렌드,커피,서울 중구 필동로 32 낙원빌딩 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,헤베커피 010-5295-5742,1,110
4153,화사한 빈도,빈도 로스터스 커피,블렌드,라이트미디엄,,['null'],3,3,4,3,과일의 달콤함과 부드러운 산미가 조화로운 화사한 빈도입니다. 붉은 과실의 달콤함과 화사한 꽃의 향기로움이 입안을 감싸는 느낌을 경험 해 보세요.,"르완다, 콜롬비아,    탄자이나","어느 순간 우리는, ""커피는 쓰다""는 이미지를 떠올립니다. 하지만 커피는 원래 쓴맛이 아닙니다. 커피는 생두의 특성에 따라 우리가 느낄 수 있는 모든 맛을 발현할 수 있습니다. 빈도 로스터스 커피의 특별함은 다양한 고객님들의 취향에 맞춰 '나만의 원두'를 찾는 것에 있습니다. 지금까지 판매자에 의한 일방적인 구매가 이루어졌다면, 지금부터는 여러분의 선택에 의해 구매가 이루어집니다. 나만의 취향에 맞는 원두를 고르고 계신다면, 빈도 로스터스 커피를 찾아주세요. 여러분의 취향을 알아가는 여정에 저희 빈도 로스터스 커피가 함께 하겠습니다.",서울특별시 양천구 목동중앙서로 33 1층 빈도 로스터스 커피,화사한 빈도,커피 원두,서울특별시 양천구 목동중앙서로 33 1층 빈도 로스터스 커피,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,빈도 로스터스 커피 / 02-2643-2988,1,39
4682,포세이돈 블렌딩,라메르판지 비앤알,블렌드,미디엄다크,,"['다크 초콜릿', '사과', '카라멜']",4,1,3,4,"라 메르 판지를 대표하는 하우스 블렌드로 갓 구워 낸 견과류의 고소한 맛과 다크한 초콜릿의 여운을 가지며 풍부하고 밀도 높은 바디감은 물론, 깊은 단맛이 오랫동안 여운으로 남는 커피로, 남녀노소 누구나 즐길 수 있는 블렌드 입니다.   ※에스프레소로 드시는 것을 권장하나, 브루잉 기구로도 좋은 맛을 낼 수 있습니다.","브라질, 과테말라, 에티오피아","라 메르 판지 제조사인 라 메르 판지 B&R은 베이커리와 원두를 제조하는 회사로, 안전하고 질 좋은 먹거리를 제공하기 위해 HACCP인증을 마친 프리미엄 베이커리 만을 취급하는 회사입니다.",울산 북구 판지1길 30,포세이돈 블렌딩,커피,라메르판지 비앤알 / 울산광역시 북구 판지1길 30(지상 2~3층 구유동),제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라메르판지비앤알 0522928787,1,18
4570,에티오피아 시다모 G1 봄베 와인 내추럴,컨트리사이드,싱글오리진,라이트,,['null'],2,4,4,1,"진한 체리향과 청사과, 마스코바도의 깔끔한 단맛",시다모,2020년 어느 외곽지역에서 컨트리사이드는 커피 관련 다양한 경험과 장점을 바탕으로 시작되었습니다. '컨트리사이드'라는 느낌처럼 우리는 따듯하고 편안한 스페셜티 커피를 전달하고 있습니다. 저희 모두의 구성원들은 커피 브랜드를 기반으로 우리의 가치를 담은 매력적인 브랜드를 만들고 소통하고자 합니다. [Equipment] Easyster 15 Stronghold S7X ROAST Sample roast X-rite (coffee roasting Q.C),경기도 고양시 덕양구 행당로 1 4층 401호,에티오피아 시다모 G1 봄베 와인 내추럴,커피,경기도 고양시 덕양구 행당로 1 4층 401호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,컨트리사이드 010-6639-4576,1,93
134,상큼한초밥 블렌딩,원더월 커피 로스터스,블렌드,미디엄다크,,"['쌀밥', '땅콩', '아몬드', '허브', '감귤류']",3,3,3,2,"상큼한 초밥은 상큼함과 고소함이 공존하는 초밥을 모티브로 제작되었습니다. 커피에서 가장 호불호 강한 신맛을 모든 사람이 좋아할만한 대중적인 맛으로 어떻게 변화시킬까? 라는 의문에 평소 즐겨먹던 초밥을 떠올렸습니다. 초밥은 고소한 흰쌀밥에 새초롬한 식초를 더해 감칠맛을 더해주는데, 즉 고소함에 상큼함을 더하면 굉장히 땡기는 신맛이 된다는 걸 깨닫고 커피에 그대로 적용하였습니다. 에티오피아의 감귤류 산미와 은은한 허브향은 브라질의 고소한 쌉싸름함과 만나 조화를 이루며 누구나 부담없이 마실 수 있는 대중적이고 개성있는 신맛의 커피가 되었습니다. 커피의 신맛은 잘 사용하면 감칠맛을 더해 커피를 더 맛있게 만드는 중요한 존재이기에 신맛에 대한 끊임없는 연구로 모두가 즐길 수 있는 완성된 신맛이 바로 상큼한 초밥 블렌딩입니다.","브라질, 에티오피아",원더월은 일방적인 로스터의 생각이나 공감되지 않는 커피의 산미와 개성에만 집중하는 것이 아닌 모든 사람들이 좋아하고 누구나 쉽게 마실 수 있는 커피를 추구합니다.  맛있는 커피를 마실 때 나오는 행복감을 원더월과 함께 공유할 수 있으면 좋겠습니다.,서울 동대문구 답십리로 80 1층,상큼한초밥 블렌딩,원두,"원더월 커피로스터스, 서울시 동대문구 답십리로 80 1층",제조일로 2개월,제품 표시,1kg,실온 보관,아라비카 생두 100%,코케 고객센터 070-4647-1868,1,68
3355,그레이무드 블랜드,퍼블릭 커피 로스터즈,블렌드,미디엄다크,,['null'],4,1,5,1,산미를 최대한 억제하고 탄맛이 나지 않는 원두 입니다. 두툼한 바디와 갈색설탕의 단맛은 우유와의 궁합이 아주 좋습니다.,"과테말라, 브라질","퍼블릭 커피 로스터즈는 로컬 스페셜티 씬의 가능성을 알리기 위해 2016년 구미에서 설립된 커피 회사입니다. 상대적으로 열악한 로컬 커피씬의 발전을 위해 OPEN SOURCE를 지향하며, 커피를 매개로 한 고객과의 소통을 가장 중요한 가치로 생각 합니다. 열풍방식인 로링 로스터를 사용하여, 클린컵과 부드러운 텍스쳐에 중점을 둔 로스팅을 추구 합니다.",경북 구미시 산동읍 첨단기업1로 42,그레이무드 블랜드,커피,경북 구미시 산동읍 첨단기업1로 42,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,퍼블릭 커피 로스터즈 010-9328-0036,1,99
3585,윈터 블렌드,커스프 커피,블렌드,미디엄다크,,['null'],4,1,3,4,"이름에 걸맞게 추운 겨울 떠오르는 묵직한맛의 정석의 CUSP 블렌드 커피입니다. 와인을 숙성한듯 깊은 향이 느껴지는 오크의 숙성향과 , 군밤의 고소하고 묵직한 맛과 함께 중후한 시가의 향이 입안 가득퍼지며, 추운 겨울 벽난로가 생각나는 커피라고 표현하고 싶습니다. 묵직하고 다크한 맛의 커피를 추구하는 카페의 메인 블렌드로 세팅하길 추천드리는 커피입니다.","인도, 브라질, 과테말라","커스프는 스텀프타운에서 시작한 20년 경력의 대표 로스터 JAY가 창업한 뉴욕 브루클린의 로스터리 카페 입니다. 커스프는 한국에 로스터리를 구축하여 JAY가 만들어낸 커스프만의 특별한 로스팅 프로파일을 소개하고 있습니다. 뉴욕의 트렌디한 커피 커스프를 경험해보세요!  커스프는 주문 건에 대한 당일 로스팅으로 신선한 원두를 제공해드리고 있으며, 커스프팀 소속의 로스터, 바리스타 한명 한명은 매일매일 진심을 다해 커피를 볶습니다.",서울시 강남구 학동로31길 12 7F,윈터 블렌드,커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 010-3267-0430,1,85
1708,브라우니 블렌드,커넥츠커피,블렌드,미디엄다크,,"['달다', '황설탕', '달다', '카카오', '팝콘', '보리']",4,1,4,2,"흑설탕과 같은 단맛, 호두 정과 같은 견과류의 고소함과 구수한 씨리얼의 향이 더해져 긴 여운이 인상적인 블렌드입니다 * 이일용 로스터의 한마디 * 산미가 없고 고소한 원두를 찾지만 향이 단조로운게 아니라 복합적이고 풍성한 향미를 찾으시는 분들께 강력 추천합니다. 저희도 매장 네 곳에서 사용하고 있고 반응이 좋습니다. 제가 자신있게 추천드립니다.","브라질, 과테말라,  엘 살바도르",커피는 우리 일상에서 많은 것들을 이어주는 연결고리 역할을 합니다. 커넥츠커피도 이러한 '연결'을 모토로 삼아 다양한 연결고리로서의 역할을 하려고 합니다. we & customers : 우리가 먼저 고객과 연결되어 소통하려고 합니다. farmers & customers : 여러 나라의 농장에서 생산된 다양한 커피 생두를 고객에게 선보이고 알리고 싶습니다. roasters & customers :국내외 로스터리 카페의 개성있는 원두를 게스트빈으로 소개합니다. people :궁극적으로 커피를 통해 많은 사람들이 행복해지는 문화를 만들겠습니다.,서울 마포구 성지길 60,브라우니 블렌드,원두커피,"커넥츠커피, 서울특별시 마포구 성지길 60, 1층(국제빌딩)",제조일로부터 12개월,주문일로부터 3일 이내,1kg,"직사광선을 피해 온도, 습도가 낮으며 통풍이 잘 되는 곳에 보관하십시오.","커피원두100%(브라질 40%, 과테말라 30%, 엘 살바도르 30%)",코케 고객센터 070-4647-1868,1,84
3009,덕분에블렌드,챁챁커피,블렌드,미디엄,공정무역,['null'],4,3,4,1,"은은한 다크초콜릿 같은 단맛이 에티오피아 커피의 다채로움과 함께 어울리는 커피입니다. 산뜻한 느낌은 오렌지 같은 밸런스있는 강하지 않은 느낌을 주며 아몬드,너트류의 마무리가 특징인 커피입니다.","인도, 에티오피아, 에티오피아",개인의 취향의 개성이 너무 강한 분은 다른 곳을 알아보세요. 카페의 본질은 '취향'에 집착하는게 아니라 남이 좋아하는 커피를 제공해 순수익을 높이는 것에 있습니다. 챁챁커피는 팔리지 않는 커피는 로스팅하지 않습니다. 저희는 상생에 대한 근본적인 관계는 무엇인지에 대해 생각합니다. 저희의 서비스는 원두뿐만아니라 사용해주시는 모든 거래처의 마케팅과 운영관리를 해드리고 있습니다,경기도 성남시 중원구 둔촌대로 531 쌍용IT트윈타워 B동 901-2호,덕분에블렌드,커피,경기도 성남시 중원구 둔촌대로 531 쌍용IT트윈타워 B동 901-2호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,챁챁커피 031-736-0090,1,80
4601,디카페인 브라질,조바티커피,디카페인,미디엄다크,공정무역,['null'],4,2,3,2,"브라질 디카페인의 경우 미디움다크 로스팅으로 너트,피넛,브라운슈가,스위티,카라멜 등의 맛을 구현하였습니다. 디카페인은 쓰다는 편견을 없애고, 커피 본연의 고소함에 충실한 원두입니다.","산토스,  상파울루","조바티커피 로스터스입니다. Jobatti Coffee Roasters (JCR)  ""Coffee-Impressionism""  스타벅스 같은 세계적인 로스터리 카페를 꿈꾸며 조바티커피를 만들고 있습니다. 대한민국을 대표하는 로스터리로 거듭나겠습니다. 감사합니다.",경기 고양시 일산동구 일산로372번길 30-5 1층,디카페인 브라질,커피,경기 고양시 일산동구 일산로372번길 30-5 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,조바티커피 070-4203-6900,0,78
1023,블랙 앤 모어,토치커피,블렌드,다크,,"['호두', '다크 초콜릿', '카카오', '버터']",5,1,4,2,묵직한 바디감과 긴 여운을 가지고 있어 클래식한 커피를 좋아하는 분들께 추천 드립니다.,"과테말라, 브라질, 콜롬비아","토치커피는 커피 산지를 다니며 생두를 선별하여 수입 납품하는 브랜드입니다. 매년 개성 있는 싱글 오리진 커피들을 소개하고, 안정적이고 일관된 블렌드 커피를 제공합니다, 우리는 산지에서 부터 최종 음료가 나오기까지의 모든 과정을 컨트롤 합니다. 커피를 생산하는 사람, 그리고 그 커피를 소비하는 사람 그 둘을 잇는 가교 역할에 충실하고 그 과정속에 우리와 관계한 사람들의 행복을 추구합니다.",서울시 강남구 봉은사로 68길 41,블랙 앤 모어,커피,"서울시 강남구 봉은사로 68길 41, 1층",제조일로부터 1년,주문일로부터 3일이내,200g / 1kg,직사광선을 피하고 밀봉하여 실온보관,"커피원두 100%(브라질, 콜롬비아, 과테말라)",코케 고객센터 070-4647-1868,1,98
3705,G'day Blend (좋은 하루의 시작),이보크,블렌드,미디엄다크,,['null'],4,1,4,4,"편하게 데일리커피로써는 추천! 초콜릿, 구수함, 달고나의 단맛. 하루의 첫커피로써 제격입니다.","브라질, 엘살바도르, 인도","'Evoke' 어떤 장소 또는 기억을 상기 시켜주는 뜻을 가지고 있어, 커피로써 공간으로써 매장을 기억하고 좋은 기억을 가져가시라는 의미로 매장을 운영중입니다.  저희 커피가 있는곳이 저희 업장이라고 생각하면서, 볶고 있습니다. 경쟁력있는 가격과 퀄리티 그리고 좋은 원두로써 점주분들께 보답하겠습니다. 매일 매일 편하고, 데일리 커피로 언제든지 이보크를 찾아주세요.","인천 서구 가정로261번길 7 101~102호(석남동, 인천플러스)",G'day Blend (좋은 하루의 시작),커피,인천광역시 서구 가정로 261번길 7 이보크,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이보크 01092901646,1,71
3892,케냐 AA TOP 오타야 칭가 퀸,운조커피,싱글오리진,미디엄다크,,['null'],5,3,5,3,"짙은 와인향, 농익은 과일의 맛 다크초콜릿의 묵직한 바디감, 달고나의 달달함  뜨거울 때는 와인향의 산미가, 식을수록 묵직한 바디감과 고소함이 좋은 원두입니다. 여러 커피 중 뭘 고를지 고민된다면 케냐 커피를 선택해 보세요.",니에리,커피가 나에게 준 커다란 변화를 모두와 나누고 싶습니다. 나의 이름이 붙은 커피를 만들고 좋은 생두를 찾고 최적의 로스팅을 위해 매일 새로운 시도와 연구를 하며 느리지만 정직한 과정을 한 잔에 담겠습니다.  지나간 시간의 고통과 노력들이 더 나은 맛으로 나타남을 알기에 지금도 앞으로도 기쁘게 고민하고 천천히 완성해 가겠습니다.,경기도 화성시 동탄지성로 306번길 68,케냐 AA TOP 오타야 칭가 퀸,커피,경기도 화성시 동탄지성로 306번길 68,제조일로부터 1년,주문 확인 후 제조,"500g,1kg","직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,운조커피 010-4535-8819,1,67
4057,아침 블랜드,글루,블렌드,다크,,['null'],5,1,4,4,묵직한 다크초콜릿의 단맛이 매력적인 커피입니다.,"과테말라, 인도, 에티오피아",커피 로스터리 글루입니다. God loves you 라는 슬로건을 가지고 이웃 사랑을 전하고자 합니다. 단맛 중심의 밸런스있는 커피를 지향합니다.,서울 성동구 성덕정길 130 1층,아침 블랜드,커피,성덕정길 130,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,글루 01023160961,1,7
3150,다크 클로,앤써커피,블렌드,다크,공정무역,['null'],5,1,4,4,"맛있는 강배전 커피! 카라멜, 로스티드 피칸, 조린 흑설탕, 약간 스모키, 긴여운, 단단하고 묵직한 바디","브라질, 과테말라","앤써커피는 좋은 스페셜티 커피를 고객에게 소개하는 것에 사명감을 지니고 있습니다. 커피 산지에 방문하여 직접 거래하거나, 주요 경매에 참여해 최상급 스페셜티 커피를 선보이고 있습니다.  농작물인 생두는 배송 과정, 기후, 보관 상태 등에 따라 항상 컨디션이 변화합니다. 그래서 최상의 품질을 위해 다양한 데이터를 기반으로 한 프로파일을 활용해 로스팅하여 제공합니다.",서울특별시 강남구 논현로 85길 5-12 1층,다크 클로,커피,"제조원 앤써커피:경기도 일산서구 고양시 주엽동81 뉴서울프라자 3층, 매장 앤써커피 역삼:서울특별시 강남구 논현로 85길 5-12 1층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,앤써커피 010-4064-3852,1,55
